order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
36,61,781,316,2,cash,2017-03-08 15:57:42
2322,38,960,190,1,debit,2017-03-08 15:58:36
1445,23,916,156,1,credit_card,2017-03-08 16:03:36
2392,9,917,236,2,credit_card,2017-03-08 16:17:27
794,70,909,346,2,debit,2017-03-08 16:22:16
4731,84,899,459,3,debit,2017-03-08 16:38:38
1398,52,874,146,1,debit,2017-03-08 16:47:31
1086,7,970,224,2,debit,2017-03-08 16:54:11
1491,43,995,181,1,cash,2017-03-08 17:17:34
1008,98,816,399,3,cash,2017-03-08 17:21:23
4959,70,711,865,5,credit_card,2017-03-08 17:22:51
3095,77,775,156,1,credit_card,2017-03-08 17:26:37
2896,45,827,142,1,debit,2017-03-08 17:42:59
4457,19,966,489,3,cash,2017-03-08 17:50:51
1302,73,873,165,1,debit,2017-03-08 17:51:19
241,88,876,176,1,credit_card,2017-03-08 18:10:27
3188,92,854,90,1,credit_card,2017-03-08 18:16:25
2540,76,749,155,1,credit_card,2017-03-08 18:29:36
2380,24,980,280,2,debit,2017-03-08 18:46:33
4739,87,901,298,2,cash,2017-03-08 18:47:55
1589,69,895,262,2,cash,2017-03-08 18:48:55
619,29,718,326,2,cash,2017-03-08 18:56:18
3772,72,985,320,2,credit_card,2017-03-08 19:02:40
1853,66,730,322,2,cash,2017-03-08 19:04:59
1042,55,891,513,3,cash,2017-03-08 19:16:31
2957,76,928,155,1,debit,2017-03-08 19:52:33
744,27,767,507,3,cash,2017-03-08 19:58:44
566,17,903,352,2,cash,2017-03-08 20:01:57
1344,39,953,402,3,credit_card,2017-03-08 20:11:03
2812,39,700,268,2,debit,2017-03-08 20:28:44
1865,71,977,328,2,credit_card,2017-03-08 20:32:59
2524,51,855,187,1,cash,2017-03-08 20:39:45
4463,14,767,464,4,debit,2017-03-08 20:55:41
4400,56,962,117,1,credit_card,2017-03-08 21:01:38
2901,56,877,234,2,credit_card,2017-03-08 21:29:42
4828,61,928,158,1,debit,2017-03-08 21:30:59
407,29,976,163,1,cash,2017-03-08 21:31:26
1178,90,828,356,2,cash,2017-03-08 21:38:19
226,98,734,133,1,cash,2017-03-08 21:43:51
700,17,736,704,4,credit_card,2017-03-08 21:50:21
527,14,844,116,1,cash,2017-03-08 21:57:16
3870,22,963,292,2,debit,2017-03-08 22:02:38
2556,56,822,117,1,credit_card,2017-03-08 22:05:46
2602,81,744,354,2,cash,2017-03-08 22:05:57
2226,1,811,316,2,debit,2017-03-08 22:09:44
200,56,961,117,1,cash,2017-03-08 22:18:19
4770,25,954,130,1,credit_card,2017-03-08 22:32:03
518,35,759,328,2,debit,2017-03-08 22:40:41
752,4,966,128,1,cash,2017-03-08 22:47:21
386,68,900,272,2,debit,2017-03-08 23:01:59
3370,52,752,292,2,credit_card,2017-03-08 23:07:52
2881,41,879,236,2,credit_card,2017-03-08 23:20:48
3371,55,773,171,1,cash,2017-03-08 23:34:21
4133,76,979,310,2,credit_card,2017-03-08 23:57:47
4262,91,857,160,1,cash,2017-03-08 23:59:04
3980,31,828,258,2,credit_card,2017-03-09 0:47:42
2494,90,849,356,2,debit,2017-03-09 0:50:54
3132,32,954,303,3,debit,2017-03-09 0:52:09
408,48,954,351,3,debit,2017-03-09 1:22:58
851,58,793,276,2,cash,2017-03-09 1:26:11
4860,73,832,495,3,cash,2017-03-09 1:31:04
448,84,789,612,4,cash,2017-03-09 1:31:05
1692,84,766,459,3,debit,2017-03-09 1:39:10
931,69,912,131,1,cash,2017-03-09 1:39:33
3981,56,931,468,4,cash,2017-03-09 1:46:30
1113,48,746,234,2,credit_card,2017-03-09 1:46:38
2730,2,808,376,4,cash,2017-03-09 1:48:52
4478,88,951,528,3,credit_card,2017-03-09 1:49:04
2664,22,996,292,2,credit_card,2017-03-09 1:59:21
4032,79,727,362,2,credit_card,2017-03-09 1:59:44
3908,80,787,580,4,cash,2017-03-09 2:06:36
1067,17,738,176,1,credit_card,2017-03-09 2:07:18
3056,91,935,480,3,credit_card,2017-03-09 2:31:23
1183,22,830,438,3,cash,2017-03-09 2:33:23
474,63,966,272,2,credit_card,2017-03-09 2:41:06
3183,99,731,390,2,cash,2017-03-09 2:42:43
1416,80,911,290,2,debit,2017-03-09 2:49:12
3238,70,764,346,2,debit,2017-03-09 3:03:57
2072,59,931,356,2,cash,2017-03-09 3:04:35
2269,61,924,474,3,debit,2017-03-09 3:09:45
3674,7,718,112,1,cash,2017-03-09 3:13:26
3359,81,732,354,2,debit,2017-03-09 3:15:00
4416,65,745,154,1,credit_card,2017-03-09 3:34:57
1277,2,818,94,1,credit_card,2017-03-09 3:36:22
1678,31,803,516,4,debit,2017-03-09 3:40:27
2046,91,923,160,1,cash,2017-03-09 3:43:05
714,56,907,468,4,cash,2017-03-09 3:49:48
1535,21,777,284,2,cash,2017-03-09 3:51:29
860,46,722,498,3,debit,2017-03-09 3:52:36
3950,39,968,134,1,credit_card,2017-03-09 3:54:13
92,3,835,296,2,credit_card,2017-03-09 4:01:51
4887,51,995,374,2,debit,2017-03-09 4:02:36
2583,17,710,528,3,credit_card,2017-03-09 4:09:19
2974,71,711,328,2,debit,2017-03-09 4:12:59
1208,77,944,156,1,credit_card,2017-03-09 4:14:27
3204,58,897,552,4,credit_card,2017-03-09 4:34:28
4924,92,965,90,1,credit_card,2017-03-09 5:05:11
3745,74,705,153,1,cash,2017-03-09 5:38:19
473,99,914,195,1,cash,2017-03-09 5:52:34
2126,20,900,127,1,debit,2017-03-09 6:01:00
2480,93,756,342,3,debit,2017-03-09 6:03:53
556,39,976,268,2,credit_card,2017-03-09 6:06:04
1831,79,923,543,3,debit,2017-03-09 6:09:16
4923,8,880,264,2,cash,2017-03-09 6:11:48
3721,47,782,145,1,cash,2017-03-09 6:17:59
4029,1,786,474,3,credit_card,2017-03-09 6:24:43
705,5,772,142,1,cash,2017-03-09 6:43:01
696,7,876,112,1,debit,2017-03-09 6:49:31
4661,17,776,352,2,cash,2017-03-09 6:54:14
589,1,725,316,2,credit_card,2017-03-09 6:58:46
1540,45,897,142,1,credit_card,2017-03-09 7:20:17
512,78,967,51450,2,cash,2017-03-09 7:23:14
2875,48,982,234,2,cash,2017-03-09 7:54:07
3414,65,739,308,2,credit_card,2017-03-09 7:55:19
3027,76,797,155,1,credit_card,2017-03-09 7:59:50
3589,93,745,228,2,debit,2017-03-09 8:11:37
1439,50,728,386,2,credit_card,2017-03-09 8:16:29
3991,23,981,468,3,credit_card,2017-03-09 8:17:48
1566,6,871,374,2,credit_card,2017-03-09 8:19:12
1457,20,935,254,2,cash,2017-03-09 8:26:19
4524,26,995,880,5,credit_card,2017-03-09 8:28:31
381,15,749,153,1,credit_card,2017-03-09 8:30:06
1438,5,872,284,2,debit,2017-03-09 8:30:47
4433,4,848,256,2,debit,2017-03-09 8:35:26
2079,1,900,158,1,debit,2017-03-09 8:35:59
447,96,957,459,3,debit,2017-03-09 8:40:40
3602,12,987,201,1,debit,2017-03-09 8:42:23
2882,48,964,468,4,credit_card,2017-03-09 8:45:13
4484,89,763,196,1,credit_card,2017-03-09 8:45:15
1996,62,703,640,4,cash,2017-03-09 8:46:40
4382,11,860,184,1,credit_card,2017-03-09 8:49:20
4436,98,987,133,1,cash,2017-03-09 8:58:34
4721,35,738,164,1,cash,2017-03-09 9:07:14
2373,82,881,354,2,cash,2017-03-09 9:16:40
600,77,853,468,3,debit,2017-03-09 9:24:37
2360,14,817,232,2,cash,2017-03-09 9:28:47
2497,71,953,328,2,cash,2017-03-09 9:51:14
2059,30,958,153,1,credit_card,2017-03-09 9:53:17
677,18,789,624,4,credit_card,2017-03-09 10:01:27
3319,71,804,328,2,credit_card,2017-03-09 10:12:49
612,86,838,130,1,debit,2017-03-09 10:46:09
1244,94,920,134,1,cash,2017-03-09 10:46:09
127,18,839,624,4,debit,2017-03-09 10:47:22
2734,9,973,236,2,credit_card,2017-03-09 10:59:26
932,59,786,534,3,cash,2017-03-09 11:04:48
2661,38,796,190,1,cash,2017-03-09 11:14:09
398,52,786,292,2,credit_card,2017-03-09 11:35:20
3234,25,741,390,3,debit,2017-03-09 11:43:34
4224,55,988,342,2,credit_card,2017-03-09 11:44:51
4857,58,725,276,2,cash,2017-03-09 11:56:12
4769,39,828,134,1,debit,2017-03-09 12:01:22
2070,47,877,145,1,credit_card,2017-03-09 12:01:57
425,79,932,543,3,debit,2017-03-09 12:04:47
3341,54,853,133,1,debit,2017-03-09 12:10:03
3734,6,763,187,1,cash,2017-03-09 12:40:42
1640,70,784,692,4,debit,2017-03-09 12:49:43
409,55,991,171,1,credit_card,2017-03-09 12:51:02
1790,88,891,528,3,cash,2017-03-09 12:51:45
1240,71,985,328,2,credit_card,2017-03-09 12:53:40
4435,3,800,444,3,debit,2017-03-09 13:00:36
1608,68,931,136,1,credit_card,2017-03-09 13:06:14
240,68,967,136,1,cash,2017-03-09 13:15:18
4610,76,813,155,1,credit_card,2017-03-09 13:19:41
3459,24,913,420,3,cash,2017-03-09 13:19:49
89,55,998,513,3,credit_card,2017-03-09 13:22:15
3501,36,845,130,1,credit_card,2017-03-09 13:41:30
901,62,968,320,2,debit,2017-03-09 13:44:58
3940,17,852,352,2,credit_card,2017-03-09 13:48:03
3406,63,773,136,1,cash,2017-03-09 13:54:56
2606,49,773,387,3,cash,2017-03-09 13:56:28
1610,10,923,296,2,credit_card,2017-03-09 13:58:34
3073,99,901,585,3,credit_card,2017-03-09 14:01:37
1975,56,922,234,2,debit,2017-03-09 14:10:15
2617,99,728,390,2,debit,2017-03-09 14:13:57
836,42,819,704,2,cash,2017-03-09 14:15:15
4055,89,819,196,1,debit,2017-03-09 14:22:52
856,64,976,133,1,cash,2017-03-09 14:23:19
2355,75,801,128,1,cash,2017-03-09 14:49:43
1342,32,967,202,2,cash,2017-03-09 14:53:23
1184,55,969,513,3,debit,2017-03-09 15:08:08
1665,36,936,390,3,debit,2017-03-09 15:12:13
2484,54,893,266,2,cash,2017-03-09 15:14:50
4421,78,969,77175,3,debit,2017-03-09 15:21:35
4264,38,728,570,3,credit_card,2017-03-09 15:22:09
4063,73,881,165,1,debit,2017-03-09 15:34:12
1053,93,871,228,2,credit_card,2017-03-09 15:37:08
2762,10,877,148,1,credit_card,2017-03-09 15:37:51
2641,62,733,160,1,cash,2017-03-09 15:57:26
2844,34,921,244,2,credit_card,2017-03-09 15:58:40
3416,77,911,312,2,cash,2017-03-09 15:59:40
2721,72,853,640,4,cash,2017-03-09 16:00:24
165,29,941,489,3,cash,2017-03-09 16:26:15
217,32,862,202,2,debit,2017-03-09 16:46:07
4282,93,928,114,1,credit_card,2017-03-09 16:51:58
2578,48,707,351,3,cash,2017-03-09 16:54:26
716,74,994,153,1,credit_card,2017-03-09 16:55:26
1833,28,874,164,1,cash,2017-03-09 16:55:36
4945,10,933,444,3,credit_card,2017-03-09 17:05:49
4454,56,935,234,2,debit,2017-03-09 17:14:41
889,62,982,480,3,cash,2017-03-09 17:17:18
2485,8,996,528,4,debit,2017-03-09 17:26:20
2760,1,877,474,3,cash,2017-03-09 17:31:51
3956,31,859,516,4,cash,2017-03-09 17:59:48
3603,33,754,346,2,credit_card,2017-03-09 18:06:12
2247,45,786,284,2,cash,2017-03-09 18:07:52
2523,84,856,306,2,debit,2017-03-09 18:19:26
3480,31,826,129,1,debit,2017-03-09 18:21:29
3627,27,729,676,4,credit_card,2017-03-09 18:22:31
4859,81,704,177,1,debit,2017-03-09 18:27:00
2006,93,847,342,3,cash,2017-03-09 18:45:42
1775,16,791,468,3,debit,2017-03-09 19:00:13
4434,80,816,290,2,cash,2017-03-09 19:00:50
4979,2,841,282,3,cash,2017-03-09 19:13:23
4161,13,851,160,1,credit_card,2017-03-09 19:18:21
2872,92,854,180,2,cash,2017-03-09 19:25:11
4600,88,808,176,1,debit,2017-03-09 19:32:41
1459,94,779,134,1,debit,2017-03-09 19:36:24
1319,94,958,402,3,cash,2017-03-09 19:36:26
3171,35,942,492,3,cash,2017-03-09 19:43:52
3999,42,886,352,1,debit,2017-03-09 20:10:41
4420,67,929,131,1,cash,2017-03-09 20:17:12
3337,21,905,284,2,cash,2017-03-09 20:23:46
1161,65,701,308,2,credit_card,2017-03-09 20:33:43
878,51,739,374,2,cash,2017-03-09 20:35:27
4364,7,940,224,2,cash,2017-03-09 20:48:32
3180,68,735,136,1,cash,2017-03-09 21:09:19
3193,28,927,328,2,cash,2017-03-09 21:20:05
904,45,910,568,4,credit_card,2017-03-09 21:30:00
663,26,725,352,2,credit_card,2017-03-09 21:30:46
1578,17,718,704,4,debit,2017-03-09 21:36:32
2341,70,895,346,2,debit,2017-03-09 21:39:44
4273,58,866,138,1,debit,2017-03-09 21:43:57
1798,69,817,131,1,credit_card,2017-03-09 21:47:15
3918,70,988,173,1,cash,2017-03-09 21:53:20
207,16,746,156,1,cash,2017-03-09 21:53:32
3542,19,837,489,3,debit,2017-03-09 21:54:35
303,25,815,390,3,cash,2017-03-09 22:00:06
1070,88,925,352,2,credit_card,2017-03-09 22:01:22
3703,23,944,468,3,cash,2017-03-09 22:15:47
3247,55,723,342,2,debit,2017-03-09 22:22:05
2783,82,787,708,4,credit_card,2017-03-09 22:25:24
1348,86,943,130,1,credit_card,2017-03-09 22:27:50
4674,53,753,336,3,credit_card,2017-03-09 22:29:57
470,23,892,156,1,debit,2017-03-09 22:33:14
2803,72,713,480,3,credit_card,2017-03-09 22:33:39
4393,21,994,284,2,cash,2017-03-09 22:39:21
777,11,715,184,1,credit_card,2017-03-09 22:48:01
4866,56,791,117,1,cash,2017-03-09 22:58:02
1300,81,965,354,2,credit_card,2017-03-09 23:25:23
1969,73,954,165,1,debit,2017-03-09 23:27:20
1747,47,963,435,3,credit_card,2017-03-09 23:34:35
2135,38,842,380,2,credit_card,2017-03-09 23:39:10
3585,59,808,178,1,debit,2017-03-09 23:46:30
4247,71,983,328,2,cash,2017-03-09 23:59:28
1987,93,826,114,1,debit,2017-03-10 0:01:06
4821,2,950,282,3,debit,2017-03-10 0:05:10
2169,96,790,153,1,cash,2017-03-10 0:07:10
1639,38,819,190,1,credit_card,2017-03-10 0:11:08
3445,97,874,162,1,cash,2017-03-10 0:23:50
3215,87,700,149,1,credit_card,2017-03-10 0:28:47
4385,8,969,132,1,debit,2017-03-10 0:32:46
3252,45,803,284,2,debit,2017-03-10 0:38:19
4246,62,918,320,2,debit,2017-03-10 0:39:50
938,27,785,169,1,credit_card,2017-03-10 0:46:24
1739,61,988,316,2,debit,2017-03-10 0:51:40
1512,93,969,342,3,credit_card,2017-03-10 1:04:54
2686,93,859,114,1,cash,2017-03-10 1:05:31
3549,29,953,163,1,debit,2017-03-10 1:10:08
4410,5,879,568,4,debit,2017-03-10 1:16:33
764,37,786,142,1,credit_card,2017-03-10 1:36:09
4646,2,922,188,2,debit,2017-03-10 1:38:48
1592,99,978,195,1,debit,2017-03-10 2:02:59
1452,57,756,294,2,credit_card,2017-03-10 2:19:21
3677,32,919,303,3,credit_card,2017-03-10 2:44:41
2696,79,946,181,1,debit,2017-03-10 2:47:35
2835,18,722,468,3,debit,2017-03-10 3:09:41
1460,23,761,468,3,debit,2017-03-10 3:31:57
3130,91,711,160,1,cash,2017-03-10 3:42:38
3532,74,895,153,1,debit,2017-03-10 3:51:17
4341,3,775,296,2,credit_card,2017-03-10 3:54:41
893,81,809,354,2,credit_card,2017-03-10 4:01:42
651,49,857,129,1,debit,2017-03-10 4:04:46
1679,100,985,111,1,debit,2017-03-10 4:15:42
1715,26,933,176,1,credit_card,2017-03-10 4:15:55
829,60,980,531,3,debit,2017-03-10 4:51:04
209,88,771,176,1,cash,2017-03-10 5:17:13
2932,61,927,474,3,debit,2017-03-10 5:52:46
428,99,905,195,1,debit,2017-03-10 5:54:18
1761,59,786,178,1,cash,2017-03-10 5:59:41
3515,14,796,232,2,debit,2017-03-10 5:59:44
1221,32,778,101,1,credit_card,2017-03-10 6:00:03
3856,28,975,164,1,cash,2017-03-10 6:00:25
3492,63,721,136,1,credit_card,2017-03-10 6:05:56
3821,37,908,284,2,debit,2017-03-10 6:25:00
3031,99,729,585,3,cash,2017-03-10 6:26:19
1365,42,797,1760,5,cash,2017-03-10 6:28:21
1332,13,788,320,2,credit_card,2017-03-10 6:28:36
4652,6,822,374,2,cash,2017-03-10 6:36:37
1081,54,873,266,2,credit_card,2017-03-10 6:42:46
1696,53,857,448,4,credit_card,2017-03-10 6:46:30
3176,15,977,153,1,debit,2017-03-10 6:50:27
3853,40,939,161,1,debit,2017-03-10 7:01:06
3345,31,894,258,2,debit,2017-03-10 7:02:08
585,13,906,160,1,cash,2017-03-10 7:06:51
3649,9,979,236,2,debit,2017-03-10 7:13:54
3230,53,973,224,2,cash,2017-03-10 7:16:42
4938,79,798,181,1,debit,2017-03-10 7:24:29
2996,28,876,328,2,debit,2017-03-10 7:28:04
1614,18,792,156,1,credit_card,2017-03-10 7:37:09
4323,53,855,112,1,cash,2017-03-10 7:39:51
3717,47,801,290,2,debit,2017-03-10 7:40:48
4146,12,849,201,1,credit_card,2017-03-10 7:45:23
2629,23,791,156,1,debit,2017-03-10 7:52:05
1396,80,945,435,3,debit,2017-03-10 8:02:42
3063,71,862,656,4,cash,2017-03-10 8:04:02
4745,53,716,224,2,cash,2017-03-10 8:33:39
496,59,974,712,4,debit,2017-03-10 8:59:05
4560,79,906,362,2,cash,2017-03-10 8:59:14
908,60,847,531,3,debit,2017-03-10 9:17:13
713,65,991,308,2,cash,2017-03-10 9:32:53
722,95,958,168,1,credit_card,2017-03-10 9:42:00
4714,57,895,294,2,credit_card,2017-03-10 9:46:38
3978,55,766,171,1,debit,2017-03-10 9:54:00
4825,26,864,176,1,credit_card,2017-03-10 9:56:02
1722,53,848,224,2,cash,2017-03-10 10:00:44
974,63,849,136,1,cash,2017-03-10 10:02:33
4863,53,917,112,1,debit,2017-03-10 10:07:03
884,66,721,322,2,cash,2017-03-10 10:10:26
1529,65,747,616,4,debit,2017-03-10 10:22:04
4632,8,852,132,1,debit,2017-03-10 10:22:50
629,39,880,268,2,credit_card,2017-03-10 10:27:42
1413,93,818,114,1,cash,2017-03-10 10:30:05
1400,67,886,262,2,credit_card,2017-03-10 10:37:32
2864,53,899,224,2,cash,2017-03-10 10:40:36
1451,66,894,161,1,cash,2017-03-10 10:44:39
4258,19,719,326,2,cash,2017-03-10 10:57:26
2797,16,959,312,2,debit,2017-03-10 10:57:51
3478,41,798,118,1,credit_card,2017-03-10 11:03:46
1047,86,948,260,2,cash,2017-03-10 11:14:34
4575,6,922,748,4,debit,2017-03-10 11:17:39
3387,16,927,156,1,credit_card,2017-03-10 11:21:05
15,87,849,447,3,credit_card,2017-03-10 11:23:18
3952,5,842,284,2,credit_card,2017-03-10 11:28:32
1146,76,925,310,2,cash,2017-03-10 11:40:01
2738,34,786,122,1,debit,2017-03-10 11:45:13
4483,5,793,142,1,cash,2017-03-10 12:11:45
4719,24,703,420,3,debit,2017-03-10 12:26:34
4426,80,897,145,1,debit,2017-03-10 12:27:43
4797,98,904,399,3,credit_card,2017-03-10 12:59:07
338,91,811,640,4,credit_card,2017-03-10 13:14:04
601,30,884,306,2,cash,2017-03-10 13:27:39
375,1,948,632,4,cash,2017-03-10 13:40:25
382,35,828,164,1,cash,2017-03-10 13:56:13
688,12,768,201,1,cash,2017-03-10 13:59:06
214,26,980,352,2,cash,2017-03-10 13:59:42
3181,32,809,101,1,cash,2017-03-10 14:01:52
1533,13,778,480,3,cash,2017-03-10 14:05:30
723,19,933,326,2,debit,2017-03-10 14:05:42
3012,29,824,326,2,cash,2017-03-10 14:11:35
1034,57,829,294,2,debit,2017-03-10 14:14:48
117,6,813,374,2,debit,2017-03-10 14:25:17
3137,69,850,524,4,debit,2017-03-10 14:39:53
3832,24,873,280,2,credit_card,2017-03-10 14:44:03
693,24,852,280,2,credit_card,2017-03-10 14:50:56
648,70,703,346,2,cash,2017-03-10 14:55:53
4666,86,713,130,1,debit,2017-03-10 15:10:09
3861,99,743,195,1,debit,2017-03-10 15:16:30
1134,71,828,492,3,debit,2017-03-10 15:28:43
3396,39,853,268,2,credit_card,2017-03-10 15:33:16
2716,76,920,155,1,debit,2017-03-10 15:38:15
2576,91,887,320,2,credit_card,2017-03-10 15:40:00
3668,37,875,426,3,cash,2017-03-10 16:00:56
4207,98,985,399,3,credit_card,2017-03-10 16:02:38
580,92,932,180,2,debit,2017-03-10 16:21:43
4926,67,778,524,4,credit_card,2017-03-10 16:26:19
3926,39,895,134,1,cash,2017-03-10 16:44:12
1827,67,702,262,2,debit,2017-03-10 16:48:44
2445,36,978,130,1,credit_card,2017-03-10 16:55:03
3421,61,823,158,1,credit_card,2017-03-10 16:59:18
467,7,941,224,2,credit_card,2017-03-10 17:10:04
1886,83,773,129,1,debit,2017-03-10 17:17:19
3381,50,824,386,2,debit,2017-03-10 17:18:09
4336,74,808,153,1,cash,2017-03-10 17:45:17
4901,12,774,603,3,debit,2017-03-10 17:48:32
1481,66,853,161,1,cash,2017-03-10 17:49:03
304,15,952,153,1,cash,2017-03-10 17:49:43
1946,35,994,328,2,debit,2017-03-10 17:53:34
3322,13,986,480,3,cash,2017-03-10 17:55:01
928,2,878,94,1,credit_card,2017-03-10 18:09:05
1673,13,978,640,4,credit_card,2017-03-10 18:19:29
541,82,967,177,1,credit_card,2017-03-10 18:42:59
4982,86,715,260,2,debit,2017-03-10 18:53:38
3366,88,936,352,2,credit_card,2017-03-10 18:55:20
355,3,797,148,1,cash,2017-03-10 18:58:24
4159,19,738,326,2,credit_card,2017-03-10 19:07:32
3400,21,721,426,3,credit_card,2017-03-10 19:36:47
993,62,852,160,1,debit,2017-03-10 19:38:47
2428,89,960,588,3,credit_card,2017-03-10 19:50:13
1074,52,885,292,2,cash,2017-03-10 20:03:23
1629,91,982,800,5,debit,2017-03-10 20:05:33
313,96,718,459,3,cash,2017-03-10 20:06:40
468,87,896,149,1,debit,2017-03-10 20:08:43
3666,50,873,579,3,debit,2017-03-10 20:09:12
2903,48,823,234,2,credit_card,2017-03-10 20:20:22
734,91,774,320,2,cash,2017-03-10 20:22:23
2390,87,754,745,5,debit,2017-03-10 21:07:31
4018,40,799,322,2,debit,2017-03-10 21:14:54
958,12,842,402,2,debit,2017-03-10 21:20:22
3860,90,821,178,1,credit_card,2017-03-10 21:23:35
3473,69,963,262,2,cash,2017-03-10 21:51:38
4152,26,824,176,1,cash,2017-03-10 22:00:49
1766,27,797,169,1,cash,2017-03-10 22:01:31
4047,56,788,117,1,credit_card,2017-03-10 22:30:04
2890,75,848,256,2,cash,2017-03-10 23:01:50
1562,77,980,156,1,debit,2017-03-10 23:12:35
2653,6,723,187,1,debit,2017-03-10 23:18:41
3524,4,836,256,2,cash,2017-03-10 23:29:00
2693,48,987,234,2,credit_card,2017-03-10 23:36:38
1229,2,921,94,1,cash,2017-03-10 23:37:03
832,18,817,156,1,debit,2017-03-10 23:41:34
33,76,712,465,3,credit_card,2017-03-10 23:54:10
2179,90,704,178,1,credit_card,2017-03-11 0:03:08
4065,72,860,160,1,credit_card,2017-03-11 0:20:51
2132,51,700,374,2,cash,2017-03-11 0:27:34
2362,90,843,534,3,credit_card,2017-03-11 0:56:06
1570,96,755,306,2,cash,2017-03-11 1:00:37
1154,97,923,324,2,cash,2017-03-11 1:04:37
2541,71,889,492,3,debit,2017-03-11 1:05:48
143,80,855,145,1,debit,2017-03-11 1:13:13
4384,91,917,160,1,debit,2017-03-11 1:24:37
3636,93,926,342,3,credit_card,2017-03-11 1:26:17
1173,43,708,181,1,debit,2017-03-11 1:30:15
1729,7,845,112,1,debit,2017-03-11 1:35:55
1199,22,802,438,3,cash,2017-03-11 1:36:17
4584,35,969,492,3,cash,2017-03-11 1:43:16
4008,5,982,284,2,credit_card,2017-03-11 1:50:56
4260,7,746,112,1,credit_card,2017-03-11 1:52:12
124,24,949,280,2,cash,2017-03-11 1:58:15
3257,61,713,316,2,cash,2017-03-11 2:06:04
2190,75,870,128,1,credit_card,2017-03-11 2:16:34
545,58,724,276,2,cash,2017-03-11 2:17:43
3434,26,724,528,3,cash,2017-03-11 2:22:33
859,84,814,153,1,debit,2017-03-11 2:36:24
471,24,776,280,2,debit,2017-03-11 2:39:29
1667,96,895,153,1,credit_card,2017-03-11 2:49:42
2240,4,986,256,2,credit_card,2017-03-11 2:50:23
4044,53,994,224,2,debit,2017-03-11 2:50:30
3144,72,872,320,2,cash,2017-03-11 2:56:54
1487,11,741,184,1,credit_card,2017-03-11 3:04:51
2811,12,894,402,2,credit_card,2017-03-11 3:05:27
2413,49,784,258,2,credit_card,2017-03-11 3:07:20
1571,33,972,519,3,debit,2017-03-11 3:07:53
3564,71,718,164,1,credit_card,2017-03-11 3:15:33
1044,10,965,444,3,debit,2017-03-11 3:24:15
4014,77,880,468,3,debit,2017-03-11 3:24:43
4254,69,720,262,2,credit_card,2017-03-11 3:28:47
1415,60,923,177,1,credit_card,2017-03-11 3:40:16
830,50,816,386,2,cash,2017-03-11 3:58:08
1437,42,607,704000,2000,credit_card,2017-03-11 4:00:00
3710,80,861,290,2,credit_card,2017-03-11 4:17:40
300,29,964,489,3,debit,2017-03-11 4:36:55
4717,18,876,156,1,credit_card,2017-03-11 4:49:39
1375,97,789,486,3,cash,2017-03-11 4:54:04
4875,41,814,354,3,credit_card,2017-03-11 4:54:15
4084,41,769,236,2,debit,2017-03-11 5:01:39
1520,10,906,148,1,debit,2017-03-11 5:05:57
3477,40,762,322,2,cash,2017-03-11 5:50:39
1456,62,821,640,4,credit_card,2017-03-11 5:54:04
1158,88,959,352,2,credit_card,2017-03-11 5:56:38
2417,88,915,352,2,credit_card,2017-03-11 6:00:07
1899,45,842,568,4,credit_card,2017-03-11 6:07:38
2331,83,808,129,1,credit_card,2017-03-11 6:21:39
3094,74,987,153,1,cash,2017-03-11 6:26:52
4272,40,917,161,1,credit_card,2017-03-11 6:48:35
1862,16,914,156,1,debit,2017-03-11 6:54:57
3708,50,922,193,1,debit,2017-03-11 7:13:11
3876,20,739,381,3,debit,2017-03-11 7:25:09
3928,97,979,810,5,credit_card,2017-03-11 7:37:13
790,49,922,645,5,credit_card,2017-03-11 7:41:02
1878,43,838,181,1,credit_card,2017-03-11 7:42:30
4626,42,809,352,1,credit_card,2017-03-11 8:21:26
361,80,963,435,3,debit,2017-03-11 8:31:02
1406,70,844,346,2,credit_card,2017-03-11 8:39:18
4556,8,988,264,2,credit_card,2017-03-11 8:40:49
3308,75,923,384,3,debit,2017-03-11 8:51:54
614,35,751,656,4,debit,2017-03-11 8:59:08
3013,73,877,165,1,cash,2017-03-11 9:19:56
3866,68,815,816,6,debit,2017-03-11 9:31:50
112,68,984,136,1,credit_card,2017-03-11 9:43:52
2584,12,823,201,1,credit_card,2017-03-11 10:25:39
874,99,743,195,1,credit_card,2017-03-11 10:31:27
1267,22,718,146,1,cash,2017-03-11 10:34:31
189,17,734,176,1,cash,2017-03-11 10:36:23
3321,73,942,330,2,cash,2017-03-11 10:54:22
4834,9,881,118,1,debit,2017-03-11 11:00:55
3831,22,983,292,2,cash,2017-03-11 11:01:25
4229,66,730,322,2,cash,2017-03-11 11:02:19
4855,41,775,118,1,credit_card,2017-03-11 11:07:20
1655,94,814,268,2,credit_card,2017-03-11 11:08:40
1114,87,924,149,1,debit,2017-03-11 11:11:35
4800,37,785,710,5,credit_card,2017-03-11 11:24:42
715,9,803,354,3,cash,2017-03-11 11:44:07
3218,22,783,292,2,credit_card,2017-03-11 11:53:38
4916,41,972,236,2,debit,2017-03-11 11:58:37
3680,28,850,492,3,cash,2017-03-11 12:24:46
1978,80,843,580,4,credit_card,2017-03-11 12:28:43
1671,77,964,156,1,credit_card,2017-03-11 12:37:13
587,89,958,588,3,cash,2017-03-11 12:39:34
